TrainingID,EmployeeID,TrainingCourse,TrainingProvider,TrainingDate,Result
TRN003085,EMP001265,Lean Manufacturing,Geoflex Academy,2025-09-18,Completed
TRN003086,EMP001265,Leadership Development,Coursera,2019-02-18,Completed
TRN003087,EMP001265,Risk Management,Geoflex Academy,2025-05-11,In Progress
TRN003088,EMP001267,Lean Manufacturing,Coursera,2020-11-02,Failed
TRN003089,EMP001267,Compliance Training,KPMG,2020-12-02,Failed
TRN003090,EMP001267,Quality Management,Microsoft,2022-05-12,Completed
TRN003091,EMP001267,Lean Manufacturing,Deloitte,2019-02-27,Completed
TRN003092,EMP001267,Data Analytics,Deloitte,2020-07-22,Completed
TRN003093,EMP001268,Risk Management,Geoflex Academy,2020-11-12,In Progress
TRN003094,EMP001268,Health and Safety,Deloitte,2020-03-27,Completed
TRN003095,EMP001268,Customer Service,Microsoft,2021-12-17,Completed
TRN003096,EMP001268,Risk Management,Microsoft,2024-04-15,Completed
TRN003097,EMP001269,Risk Management,Udemy,2021-02-23,Failed
TRN003098,EMP001269,Quality Management,Udemy,2021-02-21,Failed
TRN003099,EMP001269,Lean Manufacturing,KPMG,2025-08-19,Failed
TRN003100,EMP001270,Data Analytics,Microsoft,2025-06-09,Completed
TRN003101,EMP001270,Health and Safety,Deloitte,2020-05-21,Completed
TRN003102,EMP001271,Health and Safety,Deloitte,2019-07-15,Completed
TRN003103,EMP001271,Cybersecurity Awareness,Deloitte,2023-05-24,Completed
TRN003104,EMP001272,Cybersecurity Awareness,Microsoft,2019-03-09,Completed
TRN003105,EMP001272,Health and Safety,Microsoft,2022-04-09,Completed
TRN003106,EMP001272,Health and Safety,Microsoft,2020-04-24,Completed
TRN003107,EMP001272,Lean Manufacturing,Coursera,2024-05-21,Completed
TRN003108,EMP001273,Health and Safety,KPMG,2024-07-21,Completed
TRN003109,EMP001273,Customer Service,Udemy,2020-11-22,Completed
TRN003110,EMP001274,Cybersecurity Awareness,Udemy,2024-10-14,Completed
TRN003111,EMP001275,Data Analytics,Deloitte,2024-12-11,Completed
TRN003112,EMP001275,Cybersecurity Awareness,KPMG,2025-01-15,Completed
TRN003113,EMP001275,Risk Management,Deloitte,2022-07-18,Failed
TRN003114,EMP001276,Lean Manufacturing,Coursera,2023-01-15,Completed
TRN003115,EMP001276,Cybersecurity Awareness,Udemy,2019-02-26,Completed
TRN003116,EMP001276,Quality Management,Geoflex Academy,2023-02-04,In Progress
TRN003117,EMP001277,Cybersecurity Awareness,Deloitte,2019-04-03,Completed
TRN003118,EMP001278,Customer Service,Deloitte,2020-09-20,In Progress
TRN003119,EMP001280,Data Analytics,Geoflex Academy,2022-06-26,Completed
TRN003120,EMP001281,Quality Management,Coursera,2019-04-11,Completed
TRN003121,EMP001281,Data Analytics,Udemy,2023-05-06,In Progress
TRN003122,EMP001281,Customer Service,KPMG,2023-05-28,Completed
TRN003123,EMP001281,Data Analytics,KPMG,2024-12-10,Completed
TRN003124,EMP001282,Cybersecurity Awareness,Coursera,2020-06-10,Failed
TRN003125,EMP001283,Data Analytics,KPMG,2021-06-07,Completed
TRN003126,EMP001283,Risk Management,Geoflex Academy,2024-01-06,Failed
TRN003127,EMP001283,Risk Management,Udemy,2021-06-19,Failed
TRN003128,EMP001283,Cybersecurity Awareness,Udemy,2020-07-19,Completed
TRN003129,EMP001284,Risk Management,KPMG,2024-05-14,In Progress
TRN003130,EMP001284,Quality Management,Udemy,2022-03-25,In Progress
TRN003131,EMP001284,Compliance Training,Deloitte,2025-02-10,Completed
TRN003132,EMP001284,Data Analytics,Geoflex Academy,2019-09-20,In Progress
TRN003133,EMP001285,Health and Safety,Deloitte,2023-11-06,In Progress
TRN003134,EMP001285,Quality Management,Udemy,2023-05-08,Completed
TRN003135,EMP001285,Data Analytics,Udemy,2022-11-10,Completed
TRN003136,EMP001286,Customer Service,Deloitte,2023-04-17,Failed
TRN003137,EMP001286,Quality Management,KPMG,2021-07-03,Failed
TRN003138,EMP001287,Leadership Development,Deloitte,2020-05-07,Completed
TRN003139,EMP001287,Health and Safety,Geoflex Academy,2025-06-24,In Progress
TRN003140,EMP001287,Quality Management,Geoflex Academy,2019-03-13,Completed
TRN003141,EMP001287,Cybersecurity Awareness,Geoflex Academy,2023-03-21,Completed
TRN003142,EMP001288,Quality Management,Geoflex Academy,2020-06-17,In Progress
TRN003143,EMP001289,Project Management,Microsoft,2025-07-04,Completed
TRN003144,EMP001289,Project Management,Coursera,2024-04-23,Failed
TRN003145,EMP001289,Lean Manufacturing,Microsoft,2024-04-26,Failed
TRN003146,EMP001289,Risk Management,Deloitte,2020-07-13,Completed
TRN003147,EMP001290,Data Analytics,Geoflex Academy,2022-07-11,Completed
TRN003148,EMP001290,Quality Management,Microsoft,2020-08-01,In Progress
TRN003149,EMP001291,Data Analytics,KPMG,2021-09-25,Completed
TRN003150,EMP001291,Health and Safety,Deloitte,2023-09-07,Completed
TRN003151,EMP001291,Project Management,KPMG,2019-02-23,Failed
TRN003152,EMP001292,Leadership Development,KPMG,2022-06-13,Completed
TRN003153,EMP001292,Leadership Development,Coursera,2023-08-27,Completed
TRN003154,EMP001292,Data Analytics,Udemy,2025-08-24,Completed
TRN003155,EMP001293,Customer Service,Coursera,2025-09-03,Completed
TRN003156,EMP001293,Project Management,Coursera,2025-02-13,Completed
TRN003157,EMP001293,Risk Management,KPMG,2020-08-14,Completed
TRN003158,EMP001293,Compliance Training,Geoflex Academy,2021-11-20,In Progress
TRN003159,EMP001293,Data Analytics,Coursera,2021-12-17,Completed
TRN003160,EMP001295,Project Management,Microsoft,2022-02-22,Completed
TRN003161,EMP001295,Compliance Training,Geoflex Academy,2022-02-21,Completed
TRN003162,EMP001295,Data Analytics,KPMG,2025-07-27,Completed
TRN003163,EMP001295,Risk Management,Geoflex Academy,2019-07-05,Failed
TRN003164,EMP001295,Compliance Training,Microsoft,2023-09-01,Completed
TRN003165,EMP001296,Cybersecurity Awareness,Coursera,2023-02-26,Completed
TRN003166,EMP001296,Lean Manufacturing,KPMG,2024-01-20,Failed
TRN003167,EMP001296,Health and Safety,Coursera,2025-01-21,Completed
TRN003168,EMP001296,Health and Safety,Microsoft,2022-10-01,Failed
TRN003169,EMP001296,Project Management,Coursera,2024-10-09,In Progress
TRN003170,EMP001297,Quality Management,Coursera,2023-11-22,Failed
TRN003171,EMP001297,Customer Service,Coursera,2022-08-07,In Progress
TRN003172,EMP001297,Health and Safety,Udemy,2025-10-02,Completed
TRN003173,EMP001297,Customer Service,Deloitte,2022-06-07,Completed
TRN003174,EMP001298,Risk Management,KPMG,2023-02-16,Completed
TRN003175,EMP001298,Leadership Development,Deloitte,2019-11-18,Failed
TRN003176,EMP001298,Quality Management,Microsoft,2024-01-15,Completed
TRN003177,EMP001298,Health and Safety,Geoflex Academy,2024-03-01,Completed
TRN003178,EMP001299,Customer Service,Deloitte,2019-06-11,Completed
TRN003179,EMP001300,Project Management,Deloitte,2025-08-16,Completed
TRN003180,EMP001300,Quality Management,KPMG,2020-08-24,Completed
TRN003181,EMP001300,Quality Management,Geoflex Academy,2022-01-10,Completed
TRN003182,EMP001300,Quality Management,,2022-07-20,Completed
TRN003183,EMP001302,Health and Safety,Geoflex Academy,2022-07-21,Completed
TRN003184,EMP001302,Project Management,Geoflex Academy,2021-10-05,Completed
TRN003185,EMP001302,Health and Safety,Coursera,2020-06-07,In Progress
TRN003186,EMP001302,Cybersecurity Awareness,Geoflex Academy,2023-03-07,In Progress
TRN003187,EMP001303,Compliance Training,Microsoft,2025-05-27,Completed
TRN003188,EMP001303,Risk Management,Geoflex Academy,2024-12-08,In Progress
TRN003189,EMP001303,Compliance Training,Microsoft,2019-11-24,Completed
TRN003190,EMP001303,Project Management,KPMG,2019-08-03,Completed
TRN003191,EMP001304,Risk Management,Microsoft,2024-11-07,Failed
TRN003192,EMP001304,Risk Management,Udemy,2019-12-01,Completed
TRN003193,EMP001305,Quality Management,Coursera,2021-04-22,Completed
TRN003194,EMP001306,Project Management,Udemy,2025-01-13,Completed
TRN003195,EMP001306,Lean Manufacturing,Deloitte,2019-10-28,Completed
TRN003196,EMP001306,Data Analytics,Udemy,2020-09-13,In Progress
TRN003197,EMP001306,Cybersecurity Awareness,KPMG,2021-10-14,Completed
TRN003198,EMP001307,Quality Management,Coursera,2023-05-01,Failed
TRN003199,EMP001307,Data Analytics,Geoflex Academy,2020-10-15,Completed
TRN003200,EMP001309,Data Analytics,Microsoft,2025-04-28,Failed
TRN003201,EMP001309,Risk Management,Udemy,2025-03-07,Completed
TRN003202,EMP001309,Cybersecurity Awareness,Coursera,2025-08-22,In Progress
TRN003203,EMP001309,Data Analytics,Deloitte,2024-11-09,Completed
TRN003204,EMP001310,Risk Management,KPMG,2020-08-13,Completed
TRN003205,EMP001310,Cybersecurity Awareness,KPMG,2023-02-14,Failed
TRN003206,EMP001310,Leadership Development,Udemy,2019-04-08,Failed
TRN003207,EMP001310,Compliance Training,Udemy,2023-04-04,Failed
TRN003208,EMP001310,Risk Management,Udemy,2021-11-28,Failed
TRN003209,EMP001311,Health and Safety,Coursera,2022-06-23,In Progress
TRN003210,EMP001312,Data Analytics,Deloitte,2025-08-01,Completed
TRN003211,EMP001312,Cybersecurity Awareness,Microsoft,2020-08-21,Completed
TRN003212,EMP001313,Health and Safety,Geoflex Academy,2023-04-17,Completed
TRN003213,EMP001313,Project Management,Coursera,2024-01-12,Completed
TRN003214,EMP001313,Risk Management,KPMG,2024-02-06,In Progress
TRN003215,EMP001314,Customer Service,KPMG,2019-01-08,Completed
TRN003216,EMP001315,Health and Safety,Geoflex Academy,2023-01-04,In Progress
TRN003217,EMP001315,Compliance Training,Coursera,2025-03-15,Completed
TRN003218,EMP001315,Compliance Training,Coursera,2019-06-01,Completed
TRN003219,EMP001315,Leadership Development,Deloitte,2025-11-03,Completed
TRN003220,EMP001316,Customer Service,Udemy,2021-09-17,Failed
TRN003221,EMP001316,Data Analytics,Geoflex Academy,2020-12-17,Completed
TRN003222,EMP001316,Cybersecurity Awareness,Microsoft,2023-12-04,Failed
TRN003223,EMP001317,Risk Management,Microsoft,2024-03-02,Completed
TRN003224,EMP001317,Quality Management,Deloitte,2021-11-22,In Progress
TRN003225,EMP001318,Compliance Training,Coursera,2025-07-04,Completed
TRN003226,EMP001318,Cybersecurity Awareness,Udemy,2024-10-27,Completed
TRN003227,EMP001319,Quality Management,KPMG,2019-02-19,Completed
TRN003228,EMP001319,Quality Management,KPMG,2021-05-02,Completed
TRN003229,EMP001319,Health and Safety,Geoflex Academy,2023-12-12,Completed
TRN003230,EMP001319,Leadership Development,Geoflex Academy,2021-05-24,In Progress
TRN003231,EMP001320,Health and Safety,Geoflex Academy,2020-09-17,Completed
TRN003232,EMP001320,Lean Manufacturing,Deloitte,2020-08-11,Completed
TRN003233,EMP001320,Project Management,Coursera,2021-10-09,Failed
TRN003234,EMP001320,Customer Service,Deloitte,2021-12-27,Completed
TRN003235,EMP001320,Health and Safety,Deloitte,2023-05-14,Completed
TRN003236,EMP001321,Quality Management,Udemy,2019-12-04,Completed
TRN003237,EMP001321,Customer Service,Deloitte,2021-08-07,In Progress
TRN003238,EMP001322,Lean Manufacturing,Geoflex Academy,2022-02-26,Completed
TRN003239,EMP001322,Customer Service,Geoflex Academy,2022-11-05,Failed
TRN003240,EMP001322,Health and Safety,Udemy,2021-09-26,Failed
TRN003241,EMP001322,Risk Management,KPMG,2019-08-09,Completed
TRN003242,EMP001323,Quality Management,Microsoft,2019-10-21,In Progress
TRN003243,EMP001323,Risk Management,Microsoft,2022-05-25,Completed
TRN003244,EMP001323,Compliance Training,KPMG,2025-07-24,Failed
TRN003245,EMP001323,Project Management,Deloitte,2019-01-05,Failed
TRN003246,EMP001324,Customer Service,Geoflex Academy,2025-06-10,In Progress
TRN003247,EMP001324,Compliance Training,Coursera,2020-08-18,In Progress
TRN003248,EMP001324,Quality Management,Geoflex Academy,2024-01-25,Completed
TRN003249,EMP001324,Risk Management,Coursera,2021-10-02,Completed
TRN003250,EMP001324,Leadership Development,Microsoft,2023-11-27,Completed
TRN003251,EMP001325,Health and Safety,Deloitte,2023-01-10,In Progress
TRN003252,EMP001325,Leadership Development,Microsoft,2020-05-14,Completed
TRN003253,EMP001325,Data Analytics,Coursera,2019-12-02,Failed
TRN003254,EMP001326,Leadership Development,Coursera,2025-04-09,Completed
TRN003255,EMP001326,Project Management,Microsoft,2022-12-04,Completed
TRN003256,EMP001326,Quality Management,Udemy,2022-11-14,In Progress
TRN003257,EMP001326,Project Management,KPMG,2022-12-13,Failed
TRN003258,EMP001327,Customer Service,KPMG,2022-10-15,Completed
TRN003259,EMP001328,Quality Management,KPMG,2020-09-13,Completed
TRN003260,EMP001328,Compliance Training,Udemy,2019-06-08,Completed
TRN003261,EMP001330,Compliance Training,Deloitte,2022-11-10,In Progress
TRN003262,EMP001330,Risk Management,Deloitte,2020-01-17,In Progress
TRN003263,EMP001330,Compliance Training,Coursera,2021-12-14,Completed
TRN003264,EMP001331,Project Management,KPMG,2024-02-08,Completed
TRN003265,EMP001331,Lean Manufacturing,Microsoft,2024-02-20,Completed
TRN003266,EMP001332,Data Analytics,Geoflex Academy,2019-10-05,Completed
TRN003267,EMP001332,Quality Management,Deloitte,2024-02-05,Completed
TRN003268,EMP001332,Risk Management,KPMG,2023-05-20,Completed
TRN003269,EMP001333,Leadership Development,Coursera,2019-07-01,Failed
TRN003270,EMP001334,Cybersecurity Awareness,Geoflex Academy,2020-11-02,In Progress
TRN003271,EMP001334,Health and Safety,Geoflex Academy,2023-07-26,Completed
TRN003272,EMP001334,Customer Service,Deloitte,2023-04-24,Completed
TRN003273,EMP001334,Customer Service,Microsoft,2019-10-04,Completed
TRN003274,EMP001336,Risk Management,KPMG,2019-01-11,Completed
TRN003275,EMP001336,Data Analytics,Coursera,2023-10-20,Completed
TRN003276,EMP001336,Cybersecurity Awareness,Deloitte,2020-09-26,Completed
TRN003277,EMP001336,Compliance Training,KPMG,2020-01-06,Completed
TRN003278,EMP001336,Risk Management,Deloitte,2019-05-18,In Progress
TRN003279,EMP001338,Cybersecurity Awareness,Microsoft,2025-08-26,Failed
TRN003280,EMP001338,Project Management,Deloitte,2023-05-07,Completed
TRN003281,EMP001338,Cybersecurity Awareness,Coursera,2023-01-18,Completed
TRN003282,EMP001338,Project Management,Coursera,2023-02-08,Completed
TRN003283,EMP001339,Cybersecurity Awareness,KPMG,2021-02-02,Completed
TRN003284,EMP001342,Risk Management,Geoflex Academy,2021-12-02,In Progress
TRN003285,EMP001342,Compliance Training,Geoflex Academy,2023-01-20,Completed
TRN003286,EMP001343,Project Management,Geoflex Academy,2023-01-02,Completed
TRN003287,EMP001343,Customer Service,Microsoft,2023-09-08,In Progress
TRN003288,EMP001343,Compliance Training,Microsoft,2023-08-23,In Progress
TRN003289,EMP001343,Lean Manufacturing,Deloitte,2023-11-26,Completed
TRN003290,EMP001343,Quality Management,KPMG,2024-02-15,Completed
TRN003291,EMP001344,Data Analytics,Udemy,2022-08-09,Completed
TRN003292,EMP001346,Customer Service,Udemy,2025-08-12,Completed
TRN003293,EMP001347,Cybersecurity Awareness,Udemy,2019-02-06,Failed
TRN003294,EMP001347,Cybersecurity Awareness,Geoflex Academy,2025-11-11,Completed
TRN003295,EMP001347,Quality Management,Coursera,2023-09-01,In Progress
TRN003296,EMP001347,Health and Safety,Udemy,2020-01-24,Completed
TRN003297,EMP001348,Quality Management,Geoflex Academy,2023-04-06,Completed
TRN003298,EMP001348,Quality Management,Microsoft,2019-06-16,In Progress
TRN003299,EMP001348,Data Analytics,Microsoft,2022-03-10,Completed
TRN003300,EMP001349,Customer Service,KPMG,2021-10-19,Completed
TRN003301,EMP001349,Compliance Training,Microsoft,2024-12-03,Completed
TRN003302,EMP001349,Lean Manufacturing,Geoflex Academy,2022-06-16,Completed
TRN003303,EMP001351,Data Analytics,KPMG,2019-07-27,Failed
TRN003304,EMP001351,Quality Management,Deloitte,2025-07-13,Failed
TRN003305,EMP001351,Leadership Development,Geoflex Academy,2023-04-02,Completed
TRN003306,EMP001351,Compliance Training,Geoflex Academy,2021-06-24,Failed
TRN003307,EMP001353,Project Management,Coursera,2024-11-08,In Progress
TRN003308,EMP001353,Project Management,Coursera,2023-12-11,Failed
TRN003309,EMP001353,Compliance Training,Coursera,2025-12-17,In Progress
TRN003310,EMP001353,Data Analytics,Geoflex Academy,2022-02-14,Completed
TRN003311,EMP001356,Data Analytics,Udemy,2022-11-14,Failed
TRN003312,EMP001356,Customer Service,Udemy,2019-08-08,Completed
TRN003313,EMP001357,Data Analytics,Deloitte,2019-09-09,In Progress
TRN003314,EMP001357,Health and Safety,Microsoft,2023-10-08,Failed
TRN003315,EMP001357,Compliance Training,Geoflex Academy,2025-09-21,In Progress
TRN003316,EMP001358,Project Management,Coursera,2019-01-11,Completed
TRN003317,EMP001358,Health and Safety,KPMG,2025-04-20,Completed
TRN003318,EMP001358,Risk Management,,2019-04-25,In Progress
TRN003319,EMP001358,Health and Safety,Geoflex Academy,2025-06-27,Failed
TRN003320,EMP001359,Leadership Development,KPMG,2025-05-17,Failed
TRN003321,EMP001359,Project Management,Deloitte,2022-10-24,Failed
TRN003322,EMP001359,Customer Service,Geoflex Academy,2020-04-02,Completed
TRN003323,EMP001360,Customer Service,Microsoft,2020-10-28,In Progress
TRN003324,EMP001360,Compliance Training,,2021-04-12,Failed
TRN003325,EMP001360,Project Management,Coursera,2022-05-11,Completed
TRN003326,EMP001361,Compliance Training,KPMG,2022-06-01,Failed
TRN003327,EMP001361,Data Analytics,Geoflex Academy,2020-05-07,In Progress
TRN003328,EMP001361,Cybersecurity Awareness,Geoflex Academy,2023-07-14,Completed
TRN003329,EMP001361,Risk Management,Udemy,2025-07-20,Completed
TRN003330,EMP001362,Data Analytics,Coursera,2021-04-08,In Progress
TRN003331,EMP001362,Cybersecurity Awareness,Microsoft,2022-05-22,In Progress
TRN003332,EMP001362,Leadership Development,Microsoft,2022-06-06,Completed
TRN003333,EMP001362,Leadership Development,Deloitte,2020-12-25,Completed
TRN003334,EMP001364,Risk Management,Coursera,2022-11-06,In Progress
TRN003335,EMP001364,Cybersecurity Awareness,Udemy,2023-06-03,In Progress
TRN003336,EMP001364,Leadership Development,Coursera,2023-11-25,Completed
TRN003337,EMP001365,Lean Manufacturing,Coursera,2022-04-01,In Progress
TRN003338,EMP001365,Cybersecurity Awareness,Geoflex Academy,2020-11-16,Completed
TRN003339,EMP001365,Leadership Development,Deloitte,2020-11-17,In Progress
TRN003340,EMP001365,Risk Management,KPMG,2025-06-17,Failed
TRN003341,EMP001366,Risk Management,Microsoft,2021-05-18,Completed
TRN003342,EMP001366,Compliance Training,Geoflex Academy,2022-06-24,Failed
TRN003343,EMP001367,Project Management,Deloitte,2019-07-02,Completed
TRN003344,EMP001367,Quality Management,KPMG,2022-12-10,Failed
TRN003345,EMP001368,Compliance Training,Geoflex Academy,2020-03-10,In Progress
TRN003346,EMP001368,Health and Safety,Coursera,2023-12-16,Completed
TRN003347,EMP001368,Project Management,Coursera,2024-06-22,Completed
